action_queue_id,month_id,period_start,period_end,outlet_id,outlet_name,action_type,action_theme,management_signal,recommended_action,revenue_impact_direction,team_impact_direction,execution_priority_score,manager_note,action_priority_rank,execution_priority
MAQ_02132,2021-07,2021-07-01,2021-07-31,MLT_OUTLET_002,Sliema,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,18.81174239373934,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",26,normal
MAQ_02133,2021-07,2021-07-01,2021-07-31,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.448664370335276,treatment line can support commercial push without materially raising team strain,27,normal
MAQ_02134,2021-07,2021-07-01,2021-07-31,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,18.386653049482295,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",28,normal
MAQ_02135,2021-07,2021-07-01,2021-07-31,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,18.29215304948229,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",29,normal
MAQ_02136,2021-07,2021-07-01,2021-07-31,MLT_OUTLET_002,Sliema,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,17.96124239373934,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",30,normal
MAQ_02137,2021-07,2021-07-01,2021-07-31,MLT_OUTLET_002,Sliema,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,17.78574239373934,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",31,normal
MAQ_02138,2021-07,2021-07-01,2021-07-31,MLT_OUTLET_002,Sliema,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,17.69124239373934,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",32,normal
MAQ_02139,2021-07,2021-07-01,2021-07-31,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.688164370335276,treatment line can support commercial push without materially raising team strain,33,normal
MAQ_02140,2021-07,2021-07-01,2021-07-31,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,17.603653049482293,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",34,normal
MAQ_02141,2021-07,2021-07-01,2021-07-31,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,16.739653049482296,treatment line can support commercial push without materially raising team strain,35,normal
MAQ_02142,2021-07,2021-07-01,2021-07-31,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,16.606742393739342,treatment line can support commercial push without materially raising team strain,36,normal
MAQ_02143,2021-07,2021-07-01,2021-07-31,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,15.892664370335272,treatment line can support commercial push without materially raising team strain,37,normal
MAQ_02144,2021-07,2021-07-01,2021-07-31,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,15.62574239373934,treatment line can support commercial push without materially raising team strain,38,normal
MAQ_02145,2021-07,2021-07-01,2021-07-31,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,14.777653049482293,treatment line can support commercial push without materially raising team strain,39,normal
MAQ_02146,2021-08,2021-08-01,2021-08-31,MLT_OUTLET_003,St Julians,outlet_management,leakage_control,demand_leakage_or_scheduling_inefficiency,"tighten booking conversion, shift design, and channel-demand matching",recoverable_upside,neutral,32.38628841612583,commercial demand is leaking through scheduling inefficiency or weak booking conversion discipline,1,normal
MAQ_02147,2021-08,2021-08-01,2021-08-31,MLT_OUTLET_002,Sliema,outlet_management,balanced_control,stable_controlled_growth,maintain balanced commercial and operational control,protective,neutral,32.108845993493496,balanced commercial and operational conditions with manageable managerial control needs,2,normal
MAQ_02148,2021-08,2021-08-01,2021-08-31,MLT_OUTLET_001,Valletta,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,27.04040374117647,therapist performance pattern is stable with manageable coaching need,3,normal
MAQ_02149,2021-08,2021-08-01,2021-08-31,MLT_OUTLET_003,St Julians,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,26.833292235294117,therapist performance pattern is stable with manageable coaching need,4,normal
MAQ_02150,2021-08,2021-08-01,2021-08-31,MLT_OUTLET_001,Valletta,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,25.668257808957954,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",5,normal
MAQ_02151,2021-08,2021-08-01,2021-08-31,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,24.65375177911101,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",6,normal
MAQ_02152,2021-08,2021-08-01,2021-08-31,MLT_OUTLET_002,Sliema,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,24.351219654400172,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",7,normal
MAQ_02153,2021-08,2021-08-01,2021-08-31,MLT_OUTLET_002,Sliema,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,23.59791971764706,"underutilized therapist capacity; review shift design, demand matching, and booking conversion",8,normal
MAQ_02154,2021-08,2021-08-01,2021-08-31,MLT_OUTLET_001,Valletta,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,23.28688776470588,therapist performance pattern is stable with manageable coaching need,9,normal
MAQ_02155,2021-08,2021-08-01,2021-08-31,MLT_OUTLET_002,Sliema,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,22.648092305882358,"underutilized therapist capacity; review shift design, demand matching, and booking conversion",10,normal
MAQ_02156,2021-08,2021-08-01,2021-08-31,MLT_OUTLET_001,Valletta,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,22.455257808957953,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",11,normal
MAQ_02157,2021-08,2021-08-01,2021-08-31,MLT_OUTLET_003,St Julians,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,21.98659251764706,"underutilized therapist capacity; review shift design, demand matching, and booking conversion",12,normal
MAQ_02158,2021-08,2021-08-01,2021-08-31,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,21.67475177911101,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",13,normal
MAQ_02159,2021-08,2021-08-01,2021-08-31,MLT_OUTLET_001,Valletta,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,21.226757808957956,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",14,normal
MAQ_02160,2021-08,2021-08-01,2021-08-31,MLT_OUTLET_002,Sliema,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,21.016719654400173,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",15,normal
MAQ_02161,2021-08,2021-08-01,2021-08-31,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,20.747751779111013,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",16,normal
MAQ_02162,2021-08,2021-08-01,2021-08-31,MLT_OUTLET_001,Valletta,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,20.659757808957952,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",17,normal
MAQ_02163,2021-08,2021-08-01,2021-08-31,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,20.225751779111008,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",18,normal
MAQ_02164,2021-08,2021-08-01,2021-08-31,MLT_OUTLET_001,Valletta,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,19.99375780895795,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",19,normal
MAQ_02165,2021-08,2021-08-01,2021-08-31,MLT_OUTLET_001,Valletta,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,19.89925780895795,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",20,normal
MAQ_02166,2021-08,2021-08-01,2021-08-31,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,19.447251779111014,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",21,normal
MAQ_02167,2021-08,2021-08-01,2021-08-31,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,19.384251779111015,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",22,normal
